City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,total_emission
Delhi,05-05-2020,56.24,115.91,13.93,21.36,24.06,30.86,0.87,16.4,52.12,2,14.92,0.03,117,Moderate,348.7
Delhi,06-05-2020,58.44,169.61,13.75,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31,0.06,139,Moderate,404.82
Delhi,07-05-2020,36.02,88.35,10.31,17.97,18.92,25.51,0.73,13.6,73.11,1.46,10.18,0.04,140,Moderate,296.2
Delhi,08-05-2020,51.09,120.82,10.02,21.66,20.69,27.98,0.83,13.82,74.28,1.69,13.41,0.1,138,Moderate,356.39
Delhi,09-05-2020,54.18,126.9,9.47,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66,1.08,142,Moderate,362.36
Delhi,10-05-2020,44.3,110.39,5.21,16.46,14.47,28.71,0.74,12.02,63.71,1.3,9.23,0.15,127,Moderate,306.69
Delhi,11-05-2020,43.26,93.49,4.8,19.53,15.6,28.13,0.76,12.66,64.6,1.55,10.63,0.27,113,Moderate,295.28
Delhi,12-05-2020,43.19,94.4,4.42,18.49,14.62,29.43,0.75,13.84,64.1,1.5,12.68,0.27,122,Moderate,297.69
Delhi,13-05-2020,68.8,159.2,5.09,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78,0.39,132,Moderate,388.95
Delhi,14-05-2020,56.17,126.53,9.04,25.12,21.86,30.82,0.89,12.92,50.22,1.69,14.93,0.22,154,Moderate,350.41
Delhi,15-05-2020,47.44,101.93,6.76,23.45,18.9,27.39,0.84,13.71,53.08,1.41,12.6,0.22,125,Moderate,307.73
Delhi,16-05-2020,81.87,151.8,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,0.15,175,Moderate,407.16
Delhi,17-05-2020,98.63,187.24,9.24,31.96,26.01,28.76,1.06,20.19,59.79,2.07,15.58,2.12,202,Poor,482.65
Delhi,18-05-2020,101.02,192.68,11.31,34.76,29.28,28.97,1.12,22.11,53.55,2.42,17.66,2.77,222,Poor,497.65
Delhi,19-05-2020,106.63,208.65,16.68,42.67,38.49,30.58,1.31,20.41,57.05,2.75,23.02,1.74,238,Poor,549.98
Delhi,20-05-2020,67.8,155.41,8.79,32.8,25.93,28.73,1.03,18.96,62.34,1.92,15.99,0.16,196,Moderate,419.86
Delhi,21-05-2020,55.92,163.77,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,2.43,149,Moderate,414.07
Delhi,22-05-2020,94.37,213.47,17.16,45.36,40.17,28.56,1.31,26.05,55.45,2.96,26.42,11.36,199,Moderate,562.64
Delhi,23-05-2020,74.92,209.49,16.74,42.43,37.85,28.82,1.16,17.05,41.87,2.77,28.72,0.39,202,Poor,502.21
Delhi,24-05-2020,55.37,179.3,8.13,27.35,21.76,26.54,0.87,17.11,53.31,1.76,15.43,0.07,174,Moderate,407
Delhi,25-05-2020,61.46,162.41,9.3,30.92,25,27.22,0.94,21.3,54.74,1.88,13.82,0.11,157,Moderate,409.1
Delhi,26-05-2020,55.38,190.11,19.09,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05,0.27,153,Moderate,450.32
Delhi,27-05-2020,43.22,161.76,7.58,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71,0.05,156,Moderate,387.22
Delhi,28-05-2020,39.07,229.55,4.89,17.1,13.26,29.02,0.8,11.68,55.92,1.11,7.56,0.01,174,Moderate,409.97
Delhi,29-05-2020,24.62,66.66,5.14,19.02,14.69,32.19,0.77,9.95,47.48,1.1,10.48,0.03,129,Moderate,232.13
Delhi,30-05-2020,23.09,53.19,5.04,18.51,14.11,36.19,0.84,9.95,50.29,0.95,7.61,0.01,84,Satisfactory,219.78
Delhi,31-05-2020,21.51,40.43,5.02,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05,0.26,80,Satisfactory,194.62
Delhi,01-06-2020,41.05,80.47,5.87,22.99,17.6,35,0.96,14.02,50.57,1.94,16.96,0.38,100,Satisfactory,287.81
Delhi,02-06-2020,45.9,98.32,7.25,24.78,19.94,35.78,0.92,12.71,50.06,1.75,21.26,0.68,123,Moderate,319.35
Delhi,03-06-2020,50.62,114.01,7.07,28.02,21.64,36.05,0.9,15.91,52.16,1.93,20.14,0.85,123,Moderate,349.3
Delhi,04-06-2020,68.24,143.79,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,2.28,144,Moderate,419.33
Delhi,05-06-2020,42.43,87.05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2,18.02,2.01,126,Moderate,299.1
Delhi,06-06-2020,35.14,80.49,5.85,21.25,16.37,31.81,0.82,10.69,51.46,1.6,11.45,0.38,102,Moderate,267.31
Delhi,07-06-2020,39.99,91.17,6.5,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23,0.8,104,Moderate,287.02
Delhi,08-06-2020,46.9,103.27,7.94,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22,0.47,112,Moderate,328.34
Delhi,09-06-2020,64.77,148.67,11.04,32.01,28.36,33.83,1.01,15.06,49.14,2.23,27.6,1,138,Moderate,414.72
Delhi,10-06-2020,58.9,156.29,16.38,34.31,35.09,33.27,1.03,14.12,40.8,2.17,24.61,1.52,154,Moderate,418.49
Delhi,11-06-2020,54.69,134.36,12.37,30.94,30,36.54,0.91,12.74,40.63,1.84,22.43,0.97,142,Moderate,378.42
Delhi,12-06-2020,64,152.7,12.41,30.05,29.74,38.64,1.06,12.9,43.37,2.16,19.86,0.67,152,Moderate,407.56
Delhi,13-06-2020,52.36,129.33,8.9,25.46,22.93,36.62,0.95,10.59,34.95,2.09,17.4,0.53,132,Moderate,342.11
Delhi,14-06-2020,71.08,150.28,8.19,26.01,22.01,40,1.04,13.57,38.86,2.42,23.32,1.71,147,Moderate,398.49
Delhi,15-06-2020,48.69,120.23,7.8,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58,0.73,130,Moderate,340.89
Delhi,16-06-2020,39.87,107.99,7.35,24.58,19.98,32.62,0.88,12.08,51.4,1.99,19.29,0.51,126,Moderate,318.54
Delhi,17-06-2020,34.35,92.58,5.47,16.94,14.73,29.4,0.78,10.84,48.72,1.55,14.6,0.19,110,Moderate,270.15
Delhi,18-06-2020,36.84,100.62,6.02,18.32,15.69,28.68,0.82,12.19,47.98,1.5,12.01,0.22,107,Moderate,280.89
Delhi,19-06-2020,57.6,205.56,6.58,17.78,15.57,27.96,0.86,11.98,40.95,1.69,14.04,0.27,132,Moderate,400.84
Delhi,20-06-2020,35.96,108.73,6.53,20.37,17.92,26.38,0.8,10.98,36.24,1.42,14.47,0.2,158,Moderate,280
Delhi,21-06-2020,39.7,95.63,7.21,23.7,19.89,28.84,0.85,11.71,33.92,1.51,17.57,0.63,105,Moderate,281.16
Delhi,22-06-2020,39.47,77.48,5.67,20.61,17.46,34.32,0.91,11.08,42.76,1.54,18.47,0.37,104,Moderate,270.14
Delhi,23-06-2020,29.02,64.12,6.22,16.39,15.33,33.32,0.88,11.09,28.64,1.25,12.99,0.33,85,Satisfactory,219.58
Delhi,24-06-2020,30.91,62.61,6.63,16.84,15.72,31.45,0.89,11.02,24.77,1.28,12.13,0.27,71,Satisfactory,214.52
Delhi,25-06-2020,38.37,77.76,9.33,21.41,21.17,30.48,1.02,11.28,25.92,1.59,19.18,0.49,86,Satisfactory,258
Delhi,26-06-2020,50.01,112.08,9.67,22.06,21.75,32.64,1.01,11.66,24.82,2.07,23.31,0.7,104,Moderate,311.78
Delhi,27-06-2020,39.8,155.94,10.88,21.46,22.47,31.43,0.87,10.38,18.88,1.69,19.99,0.43,112,Moderate,334.22
Delhi,28-06-2020,59.52,308.65,12.67,21.6,23.86,29.27,0.94,10.7,18.05,1.71,25.13,1.74,196,Moderate,513.84
Delhi,29-06-2020,44.86,184.12,10.5,21.57,21.94,27.97,0.88,11.58,26.61,2.13,23.8,1.13,233,Poor,377.09
Delhi,30-06-2020,39.8,91.98,5.99,17.96,15.44,28.48,0.84,10.51,37.29,1.57,16.37,0.49,114,Moderate,266.72
Delhi,01-07-2020,54.01,128.66,6.33,21.05,16.81,29.06,0.97,11.15,29.73,2.03,23.57,0.65,101,Moderate,324.02
Ernakulam,25-01-2020,53,84.58,126.22,7.8,134.02,104.05,1.17,3.48,,0.9,1.93,0.19,154,Moderate,517.34
Ernakulam,26-01-2020,58.31,85.47,125.14,7.95,133.09,103.2,1.2,3.54,,1.15,1.83,0.18,153,Moderate,521.06
Ernakulam,27-01-2020,53.06,80.24,152.12,5.9,156.21,133.25,1.24,3.49,,1.34,2.34,0.2,159,Moderate,589.39
Ernakulam,28-01-2020,60.99,95.07,133.5,7.48,140.31,107.43,1.37,3.64,,1.62,2.5,0.3,180,Moderate,554.21
Ernakulam,29-01-2020,57.41,96.7,67.41,16.13,83.55,36.6,1.35,3.59,,5.05,9.85,1.39,127,Moderate,379.03
Ernakulam,30-01-2020,43.89,79.3,44.57,19.16,63.72,19.41,1.35,3.54,,4.97,6.4,0.94,96,Satisfactory,287.25
Ernakulam,31-01-2020,35.45,78.48,43.56,19.28,62.85,28.95,1.27,3.58,,3.9,5.24,0.73,89,Satisfactory,283.29
Ernakulam,01-02-2020,38.01,74.51,41.56,19.55,61.12,27.62,1.17,3.53,,1.35,2.58,0.2,86,Satisfactory,271.2
Ernakulam,02-02-2020,38.63,67.05,39.98,19.76,59.74,26.53,1.08,3.54,,1.77,4.24,0.39,77,Satisfactory,262.71
Ernakulam,03-02-2020,40.97,72.23,39.32,13.29,57.08,26.07,1.13,3.53,,1.06,2.01,0.16,80,Satisfactory,256.85
Ernakulam,04-02-2020,54.34,89.68,37.19,5.13,52.02,24.66,1.41,3.44,,1.08,1.94,0.3,92,Satisfactory,271.19
Ernakulam,05-02-2020,52.85,95.99,34.89,3.9,43.67,23.18,1.41,3.48,,1.05,1.73,0.27,97,Satisfactory,262.42
Ernakulam,06-02-2020,35.61,69.55,33.26,0.72,29.33,21.83,1.36,3.64,,0.75,1.49,0.19,95,Satisfactory,197.73
Ernakulam,07-02-2020,42.18,70.64,66.03,0.69,53.2,44.3,1.51,3.78,,1.75,3.66,0.85,98,Satisfactory,288.59
Ernakulam,10-02-2020,39.27,68.24,80.98,0.33,65.59,56.08,1.33,3.64,,1.89,2.03,0.21,91,Satisfactory,319.59
Ernakulam,11-02-2020,38.45,70.37,84.83,0.68,84.43,74.95,1.23,3.61,,1.48,3.52,0.35,104,Moderate,363.9
Ernakulam,12-02-2020,51.09,85.94,73.25,0.68,73.89,64.53,1.42,3.46,,1.34,2.68,0.32,101,Moderate,358.6
Ernakulam,13-02-2020,39.8,72.06,99.92,2.63,98.17,58.5,1.36,3.67,,1.13,2.32,0.23,92,Satisfactory,379.79
Ernakulam,14-02-2020,49.84,83.54,78.8,0.36,78.9,17.96,1.46,3.66,,3.99,7.9,0.93,108,Moderate,327.34
Ernakulam,15-02-2020,33.41,51.47,79.95,0.81,79.9,14.05,1.36,3.87,,2.26,3.2,0.47,99,Satisfactory,270.75
Ernakulam,16-02-2020,39.71,58.34,81.76,0.27,81.43,15.4,1.04,4.08,,0.07,0.26,0.01,106,Moderate,282.37
Ernakulam,17-02-2020,50.63,79.13,69.33,0.87,70.2,12.57,1.33,3.54,,0.67,1.55,0.17,96,Satisfactory,289.99
Ernakulam,18-02-2020,49.29,78.67,65.8,1.19,67,11.86,1.28,3.47,,0.62,1.22,0.15,93,Satisfactory,280.55
Ernakulam,19-02-2020,78.27,116.73,63.43,1.42,64.85,11.41,1.64,3.53,,1.86,2.55,0.5,133,Moderate,346.19
Ernakulam,20-02-2020,55.37,88.08,60.95,1.63,62.59,10.94,1.39,3.45,,0.84,1.73,0.39,114,Moderate,287.36
Ernakulam,21-02-2020,59.74,89.73,59.45,1.77,61.22,10.68,1.61,3.47,,1.14,2.25,0.53,102,Moderate,291.59
Ernakulam,22-02-2020,47.75,75.74,59.83,1.72,61.55,10.8,1.39,3.51,,0.9,1.49,0.1,96,Satisfactory,264.78
Ernakulam,23-02-2020,37.76,59.35,58.97,1.79,60.76,10.66,1.22,3.52,,0.62,1.08,0.02,76,Satisfactory,235.75
Ernakulam,24-02-2020,44.43,72.73,57.9,1.89,59.79,10.47,1.5,3.52,,0.83,1.64,0.15,90,Satisfactory,254.85
Ernakulam,25-02-2020,42.85,69.29,57.31,1.94,59.25,10.41,1.53,3.65,,1.64,3.4,0.51,94,Satisfactory,251.78
Ernakulam,26-02-2020,52.33,79.96,57.44,1.89,59.34,10.52,1.35,3.65,,0.84,1.42,0.02,96,Satisfactory,268.76
Ernakulam,27-02-2020,46.96,69.25,56.91,1.94,58.86,10.45,1.55,3.7,,2.06,4.29,0.49,95,Satisfactory,256.46
Ernakulam,28-02-2020,47.25,72.04,57.27,1.89,59.16,10.71,1.73,3.99,,1.27,2.45,0.24,102,Moderate,258
Ernakulam,29-02-2020,35.35,56.01,53.8,2.24,56.05,9.75,1.41,3.52,,0.55,1.42,0.17,94,Satisfactory,220.27
Ernakulam,01-03-2020,34.65,54.4,53.02,2.32,55.34,9.59,1.24,3.53,,0.49,0.9,0.02,79,Satisfactory,215.5
Ernakulam,02-03-2020,35.76,54.77,53.02,2.31,55.32,9.66,1.58,3.6,,0.77,1.83,0.19,89,Satisfactory,218.81
Ernakulam,03-03-2020,27.97,43.68,51.02,2.47,53.49,9.34,1.63,3.67,,0.83,2.31,0.26,101,Moderate,196.67
Ernakulam,04-03-2020,30.85,61.79,0.94,6.94,7.86,0.18,1.76,4.29,,0.55,1.62,0.26,102,Moderate,117.04
Ernakulam,05-03-2020,37.26,73.37,0.59,6.96,7.53,0.11,1.87,4.12,,0.3,0.91,0.17,104,Moderate,133.19
Ernakulam,06-03-2020,30.91,63.61,0.27,6.99,7.16,0.05,1.79,3.98,,1.51,2.55,0.92,104,Moderate,119.74
Ernakulam,07-03-2020,18.17,44.89,0.09,7,7,0.02,1.25,3.62,,0.62,1.61,0.22,86,Satisfactory,84.49
Ernakulam,08-03-2020,27.59,52.22,0.13,7,7.01,0.02,1.35,3.57,,0.58,1.18,0.07,88,Satisfactory,100.72
Ernakulam,09-03-2020,24.22,48.87,0.8,6.99,7.08,0.15,1.48,3.62,,0.54,1.79,0.16,90,Satisfactory,95.7
Ernakulam,10-03-2020,32.43,58.49,0.06,7,6.98,0.01,1.32,3.63,,0.76,1.48,0,77,Satisfactory,112.16
Ernakulam,12-03-2020,13.87,40.87,0.11,5,5.99,1,1.37,3.86,,0.18,0.77,0.03,88,Satisfactory,73.05
Ernakulam,14-03-2020,27.79,66.92,0.99,2.99,2.43,2.04,1.48,3.58,,0.76,1.48,0.06,94,Satisfactory,110.52
Ernakulam,15-03-2020,37.26,72.16,0.99,2.99,2.43,2.05,1.38,3.51,,0.63,1.1,0.03,87,Satisfactory,124.53
Ernakulam,16-03-2020,37,75.59,1,2.99,2.44,2.07,1.58,3.52,,0.61,1.3,0.15,93,Satisfactory,128.25
Ernakulam,17-03-2020,45.49,84.85,0.98,2.99,2.42,2.04,1.6,4.04,,0.31,0.47,0.01,98,Satisfactory,145.2
Ernakulam,18-03-2020,46.85,90,0.99,2.99,2.44,2.05,1.85,4,,0.77,1.14,0.13,99,Satisfactory,153.21
Ernakulam,19-03-2020,39.62,81.13,1,3,2.44,2.05,1.7,3.53,,0.8,1.52,0.15,100,Satisfactory,136.94
Ernakulam,20-03-2020,33.6,64.61,1.3,3.14,3.27,2.43,1.54,3.43,,0.57,1.19,0.1,98,Satisfactory,115.18
Ernakulam,21-03-2020,31.66,64.3,2.07,3.5,5.31,3.44,1.52,3.5,,0.54,1.05,0.03,92,Satisfactory,116.92
Ernakulam,22-03-2020,20.49,38.97,2.05,3.5,5.27,3.41,1.11,3.45,,0.27,0.32,0,69,Satisfactory,78.84
Ernakulam,23-03-2020,17.84,47.35,2.1,3.5,5.31,3.44,1.25,3.41,,0.27,0.56,0,70,Satisfactory,85.03
Ernakulam,24-03-2020,24.79,48.95,2.07,3.5,5.29,3.42,1.25,3.22,,0.32,0.42,0,74,Satisfactory,93.23
Ernakulam,25-03-2020,15.93,31.35,2.06,3.5,5.28,3.41,1.15,3.47,,0.02,0.08,0,61,Satisfactory,66.25
Ernakulam,26-03-2020,20.66,40.24,2.04,3.5,5.25,3.39,1.1,3.19,,0.15,0.2,0,59,Satisfactory,79.72
Ernakulam,27-03-2020,30.79,54.13,2.08,3.5,5.28,3.41,1.17,3.12,,0.31,0.33,0,64,Satisfactory,104.12
Ernakulam,28-03-2020,30.1,56.39,2.12,3.5,5.33,3.48,1.15,3.13,,0.31,0.41,0.01,63,Satisfactory,105.93
Ernakulam,31-03-2020,22.11,45.3,2.05,3.5,5.26,3.39,1.26,3.57,,0.05,0.08,0,68,Satisfactory,86.57
Ernakulam,01-04-2020,22.8,47.92,3.21,2.98,5.63,3.43,1.23,3.48,,0.02,0.02,0,66,Satisfactory,90.72
Ernakulam,02-04-2020,29.16,50.88,6.97,1.3,6.79,3.44,1.29,3.48,,0.03,0.03,0,68,Satisfactory,103.37
Ernakulam,03-04-2020,23.25,45.45,6.94,1.3,6.75,3.38,1.29,3.53,,0.02,0.02,0,69,Satisfactory,91.93
Ernakulam,04-04-2020,21.57,41.74,6.95,1.3,6.76,3.4,1.25,3.46,,0.02,0.03,0,67,Satisfactory,86.48
Ernakulam,05-04-2020,16.04,32.53,6.96,1.3,6.77,3.43,1.21,3.43,,0.03,0.04,0,64,Satisfactory,71.74
Ernakulam,06-04-2020,9.54,21.63,6.96,1.3,6.78,3.41,1.17,3.18,,0.12,0.18,0,63,Satisfactory,54.27
Ernakulam,07-04-2020,11.39,22.39,6.96,1.3,6.76,3.38,1.31,3.41,,0.1,0.12,0,67,Satisfactory,57.12
Ernakulam,08-04-2020,18.28,38.37,6.96,1.3,6.77,3.41,1.38,3.54,,0.06,0.06,0,75,Satisfactory,80.13
Ernakulam,09-04-2020,17.75,41.78,6.95,1.3,6.76,3.4,1.23,3.19,,0.13,0.13,0,66,Satisfactory,82.62
Ernakulam,10-04-2020,14.42,30.64,5.64,1.96,6.77,3.4,1.13,3.08,,0.13,0.14,0,61,Satisfactory,67.31
Ernakulam,11-04-2020,17.2,30.64,4.26,2.8,6.77,3.4,1.18,3.1,,0.28,0.29,0,62,Satisfactory,69.92
Ernakulam,12-04-2020,14.17,30.3,4.3,2.82,6.35,3.41,1.23,3.21,,0.09,0.13,0,65,Satisfactory,66.01
Ernakulam,13-04-2020,22.86,45.51,3.93,3.62,5.54,3.43,1.48,3.67,,0.04,0.03,0,77,Satisfactory,90.11
Ernakulam,14-04-2020,24.44,47.76,5.13,3.5,5.29,3.42,1.44,3.61,,0.03,0.03,0,77,Satisfactory,94.65
Ernakulam,15-04-2020,14.38,30.69,6.36,3.15,5.28,3.42,1.34,3.37,,0.13,0.18,0,71,Satisfactory,68.3
Ernakulam,16-04-2020,16.74,29.7,6.36,3.19,5.28,3.41,1.3,3.11,,0.26,0.27,0,69,Satisfactory,69.62
Ernakulam,17-04-2020,17.05,33.38,6.39,3.66,5.3,3.44,1.29,3.1,,0.22,0.24,0,72,Satisfactory,74.07
Ernakulam,18-04-2020,15.67,29.75,6.37,3.55,5.29,3.43,1.45,3.64,,0.03,0.04,0,75,Satisfactory,69.22
Ernakulam,19-04-2020,21.2,36.86,6.36,3.16,5.28,3.42,1.48,3.63,,0.07,0.05,0,78,Satisfactory,81.51
Ernakulam,20-04-2020,16.12,26,6.14,2.73,5.15,3.4,1.46,3.41,,0.03,0.07,0,78,Satisfactory,64.51
Ernakulam,21-04-2020,9.52,21.54,77.8,0.19,72.09,109.88,1.12,3.35,,0.11,0.26,0,77,Satisfactory,295.86
Ernakulam,24-04-2020,20.69,40.92,10.12,0.06,9.19,18.23,1.12,2.72,,0.38,0.56,0,64,Satisfactory,103.99
Ernakulam,25-04-2020,19.38,46.33,11.71,0.06,10.61,25.49,1.05,4.95,,0.12,0.33,0.01,55,Satisfactory,120.04
Ernakulam,11-06-2020,10.79,28.53,4.62,1.53,4.16,18.38,2.14,2.65,,0.47,1.89,0.17,108,Moderate,75.33
Ernakulam,12-06-2020,19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,,2.06,7.36,1.98,115,Moderate,110.15
Ernakulam,13-06-2020,16.22,37.9,4.58,1.54,4.13,18.39,2.32,2.7,,1.81,5.12,0.52,114,Moderate,95.23
Ernakulam,14-06-2020,7.86,17.13,4.49,1.55,4.04,17.78,1.78,2.61,,0.19,0.53,0,100,Satisfactory,57.96
Ernakulam,16-06-2020,6.49,15.57,1.49,0.1,0.92,4.82,1.97,2.63,,0.19,0.86,0.08,100,Satisfactory,35.12
Ernakulam,20-06-2020,19.85,40.32,3.57,2.14,3.46,4.58,2.53,2.76,,0.14,0.26,0.02,106,Moderate,79.63
Ernakulam,21-06-2020,5.71,14.24,2.6,2.4,1.6,1.51,2.06,2.75,,0.04,0.17,0,103,Moderate,33.08
Ernakulam,22-06-2020,13.24,28.66,5.05,2.2,3.19,4.56,2.51,2.64,,0.49,1.65,0.33,109,Moderate,64.52
Ernakulam,23-06-2020,14.8,38.28,5.81,2.19,3.68,5.46,2.51,2.62,,0.52,1.76,0.39,110,Moderate,78.02
Ernakulam,24-06-2020,23.73,51.36,3.38,2.34,2.11,2.46,2.78,2.7,,1.55,4.53,1.13,113,Moderate,98.07
Ernakulam,25-06-2020,10.63,26.08,3.91,2.29,2.46,3.2,2.22,2.65,,0.32,1.04,0.03,106,Moderate,54.83
Ernakulam,26-06-2020,5.8,17.83,3.06,2.38,1.91,2.09,2.16,2.67,,0.2,1.09,0.01,104,Moderate,39.2
Ernakulam,27-06-2020,12.14,27.94,5.19,2.16,3.29,4.78,2.43,2.69,,0.38,1.43,0.09,108,Moderate,62.52
Ernakulam,28-06-2020,8.97,21.47,7.27,2,4.63,7.32,2.16,2.66,,0.27,0.98,0,106,Moderate,57.73
Ernakulam,29-06-2020,12.22,24.97,5.44,2.17,3.45,5.06,2.41,2.74,,0.18,0.3,0.04,109,Moderate,58.98
Ernakulam,30-06-2020,11.87,30.24,3.8,2.35,2.39,2.99,2.42,2.65,,0,0,0,109,Moderate,58.71
Ernakulam,01-07-2020,5.88,13.91,2.58,2.4,1.6,1.44,2.1,2.72,,0,0,0,111,Moderate,32.63
Gurugram,29-10-2016,194.04,,8.83,10.17,18.61,,0.47,2.59,33.06,3.07,30.71,,357,Very Poor,301.55
Gurugram,30-10-2016,182.17,,7.86,10.15,17.84,,0.76,4.99,32.02,3.41,34.07,,345,Very Poor,293.27
Gurugram,31-10-2016,290.86,,7.84,10.11,17.8,,1.41,8.86,33.45,2.92,29.24,,413,Severe,402.49
Gurugram,01-11-2016,302.15,,8.04,10.21,17.91,,1.06,7.07,35.39,3.8,37.97,,447,Severe,423.6
Gurugram,02-11-2016,561.42,,7.92,10.11,17.85,,0.88,5.95,13.97,2.53,25.3,,490,Severe,645.93
Gurugram,03-11-2016,522.1,,7.75,10.15,17.76,,1.82,8.89,20.25,2.41,24.04,,708,Severe,615.17
Gurugram,04-11-2016,159.02,,7.93,10.1,17.91,,0.92,9.08,16.58,2.91,27.69,,403,Severe,252.14
Gurugram,11-11-2016,269.34,,7.9,10.13,,,,4.03,24.94,2.53,24.95,,403,Severe,343.82
Gurugram,12-11-2016,106.74,,7.96,10.14,,,,2.88,32.51,2.56,25.63,,335,Very Poor,188.42
Gurugram,13-11-2016,72.49,,7.78,10.14,,,,5.52,25.36,3.45,34.47,,179,Moderate,159.21
Gurugram,14-11-2016,95.73,,7.83,10.22,,,,6.89,24.1,2.92,27.22,,224,Poor,174.91
Gurugram,15-11-2016,126.71,,7.83,10.17,,,,6.1,20.71,3.47,34.75,,226,Poor,209.74
Gurugram,16-11-2016,189.7,,7.85,10.21,,,,5.8,27.38,2.18,21.79,,346,Very Poor,264.91
Gurugram,17-11-2016,112.77,,7.78,10.19,,,,2.48,38.36,2.42,24.19,,315,Very Poor,198.19
Gurugram,18-11-2016,88.8,,7.92,10.21,,,,4.97,34.22,2.18,21.8,,201,Poor,170.1
Gurugram,19-11-2016,131.18,,7.82,10.2,,,,10.35,26.98,2.58,25.79,,296,Poor,214.9
Gurugram,20-11-2016,114.71,,7.76,10.14,,,,5.57,30.8,2.51,25.11,,258,Poor,196.6
Gurugram,21-11-2016,145.24,,7.94,10.13,,,,6.87,24.41,2.59,25.52,,305,Very Poor,222.7
Gurugram,22-11-2016,147.76,,7.92,10.13,,,,6.81,20.13,3.55,35.56,,344,Very Poor,231.86
Gurugram,23-11-2016,143.25,,8.01,10.14,,,,6.71,27.57,3.27,32.75,,210,Poor,231.7
Gurugram,24-11-2016,211.47,,7.83,10.17,,,,7.01,25.87,2.45,24.31,,381,Very Poor,289.11
Gurugram,25-11-2016,144.36,,7.8,10.21,,,,1.74,44.26,2.79,27.69,,328,Very Poor,238.85
Gurugram,26-11-2016,80.27,,7.87,10.24,,,,4.49,48.49,2.7,26.95,,232,Poor,181.01
Gurugram,27-11-2016,80.99,,7.9,10.2,,,,3.42,44.77,1.62,16.14,,212,Poor,165.04
Gurugram,28-11-2016,77.9,,7.89,10.18,,,,7.13,36.38,2.37,23.55,,121,Moderate,165.4
Gurugram,29-11-2016,209.2,,8.01,10.15,,,,13.32,23.06,1.22,12.24,,324,Very Poor,277.2
Gurugram,30-11-2016,234.89,,7.85,10.13,,,,5.22,8.75,1.57,15.69,,387,Very Poor,284.1
Gurugram,01-12-2016,199.76,,7.83,10.13,,,,3.7,5.82,2.21,22.13,,359,Very Poor,251.58
Gurugram,02-12-2016,239.16,,7.88,10.19,,,,8.15,4.66,3.88,38.82,,387,Very Poor,312.74
Gurugram,05-12-2016,252.46,,7.89,10.14,,,,12.73,15.31,2.11,21.05,,421,Severe,321.69
Gurugram,06-12-2016,304.69,,7.74,10.15,,,,9.86,13.49,3.06,30.59,,419,Severe,379.58
Gurugram,07-12-2016,346.74,,7.94,10.16,,,,4.99,11.71,3.28,32.81,,468,Severe,417.63
Gurugram,08-12-2016,161.45,,7.88,10.19,,,,4.18,6.13,3.24,32.42,,411,Severe,225.49
Gurugram,09-12-2016,228.9,,7.9,10.34,,,,6.83,15.43,3.55,35.5,,360,Very Poor,308.45
Gurugram,10-12-2016,162.03,,7.87,10.34,,,,3.24,11.3,3.14,29.74,,368,Very Poor,227.66
Gurugram,11-12-2016,139.54,,7.83,10.44,,,,8.57,13.18,3.81,37.77,,313,Very Poor,221.14
Gurugram,12-12-2016,199.98,,7.94,10.4,,,,9.96,11.54,3.63,36,,357,Very Poor,279.45
Gurugram,13-12-2016,188.7,,7.99,10.46,,,,7.37,12.06,4.1,41.04,,355,Very Poor,271.72
Gurugram,14-12-2016,121.62,,7.95,10.56,,,,2.45,14.79,2.04,19.35,,319,Very Poor,178.76
Gurugram,15-12-2016,116.09,,7.79,10.76,,,,5.19,18.66,2.57,25.66,,253,Poor,186.72
Gurugram,16-12-2016,217.65,,7.8,10.74,,,,10.36,18.09,2.56,25.62,,346,Very Poor,292.82
Gurugram,17-12-2016,228.15,,7.86,10.77,,,,3.98,19.12,2.27,22.72,,390,Very Poor,294.87
Gurugram,18-12-2016,197.63,,7.93,10.98,,,,3.91,21.9,3.44,34.31,,361,Very Poor,280.1
Gurugram,19-12-2016,216.69,,7.88,11.02,,,,4.17,22.04,2.98,27.92,,374,Very Poor,292.7
Gurugram,20-12-2016,140.04,,7.89,11.52,,,1.45,2.85,37.38,2.65,26.27,,331,Very Poor,230.05
Gurugram,21-12-2016,91.71,,7.94,11.66,,,6.32,2.65,35.81,3.41,34.07,,265,Poor,193.57
